1511248558752,74.9
1511329700570,74.8
1511505301524,75.1
1511597451573,74.6
1511678995817,75.5
1511767161786,75.1
1511937326713,76.6
1512025305193,76.0
1512110830731,75.8
1512199402050,75.9
1512289619683,75.1
1512370818907,76.2
1512457454440,76.3
1512541292321,76.8
1512716262915,76.3
1512800733093,76.3
1513063254286,77.1
1513150428264,77.0
1513236584840,77.8
1513415269592,77.5
1513498837301,77.5
1513580289975,77.3
1513664155815,78.6
1513752607674,77.3
1514637576063,78.9
1514802055105,79.6
1514965121062,79.4
1515057106051,79.8
1515135544454,78.5
1515227292578,79.9
1515310766426,79.2
1515395932483,79.6
1515481668925,79.9
1515568067299,78.9
1515653862261,79.7
1515741956236,79.7
1515827841812,79.3
1515913275259,79.3
1516000281148,79.2
1516085793292,80.5
1516171930787,79.8
1516604963958,78.8
1516692110055,79.8
1516776873694,78.9
1516861863528,79.4
1516951127257,78.9
1517037720030,79.7
1517124169426,79.4
1517210598461,80.0
1517296198696,79.6
1517381273921,79.0
1517552731260,79.1
1517983314642,79.6
1518071891029,79.3
1518160969053,79.3
1518339330983,78.7
1518421075504,78.7
1518506000257,79.4
1518591556376,79.4
1518676206442,79.5
1518763719929,79.7
1518858532493,79.3
1518938712065,79.8
1519034786200,79.0
1519109479511,79.2
1519196561719,78.7
1519282087146,78.3
1519369492374,79.3
1519474274312,79.0
1519545769335,78.9
1519629053164,79.0
1519712841017,79.5
1519800296582,79.9
1519885559432,79.1
1520232725678,79.5
1520316278532,79.2
1520408080888,78.9
1520490233729,78.9
1520576502707,79.4
1520837778160,79.2
1520922909679,80.0
1521098266083,79.8
1521182403062,79.5
1521439517544,78.4
1521531208769,79.1
1521612283311,79.3
1521698124935,78.2
1522044702475,78.3
1522131455146,79.8
1522216655407,79.4
1522821478351,77.8
1522907337320,78.7
1522997530755,79.2
1523078446908,79.5
1523167922436,79.1
1523251041558,78.5
1523337121947,79.4
1523420815088,78.6
1523511080109,79.0
1523682584899,79.4
1523770731281,78.5
1523854440714,79.2
1523945712308,79.3
1524027688575,79.6
1524203229415,79.3
1524289806789,78.9
1524374097140,79.1
1524464025471,79.6
1524550083723,80.5
1524634117953,79.4
1524720171906,78.6
1524895102252,79.5
1524997524170,79.3
1525069617729,79.3
1525152255142,79.3
1525237345338,79.4
1525326316197,79.8
1525411771566,80.2
1525496993180,80.9
1525592776983,78.2
1525757634429,80.2
1526377759817,78.9
1526449279447,79.0
1526535764051,79.5
1526626392077,79.2
1526792900081,78.8
1526882702548,78.6
1526968681861,78.3
1527054366161,78.8
1527139695873,79.0
1527226597065,78.4
1527321792923,78.5
1527404051973,79.5
1527571597580,78.9
1527831476673,79.1
1527922978148,80.0
1528007842522,79.6
1528092129952,79.8
1528178725865,79.4
1528355121161,78.2
1528437375936,79.8
1528531574586,79.7
1528696773464,78.5
1528782588223,79.3
1528869510289,80.2
1528955757477,80.1
1529040280270,79.4
1529125935220,79.6
1529300809089,79.1
1529472593039,79.8
1529560148809,78.9
1529646624548,78.7
1529907070118,80.1
1529993941293,80.1
1530081077955,79.2
1530335618133,80.4
1530427850411,79.7
1530517281103,79.6
1530599488577,80.1
1530686640370,80.4
1530774741764,79.9
1530857948857,79.9
1530948109410,79.8
1531031423001,79.6
1531119981492,80.0
1531201353112,79.9
1531288495269,79.0
1531376238562,79.8
1531460059245,80.6
1532417728984,78.6
1532498789357,78.5
1532584471689,78.1
1532670161549,78.3
1532759449414,78.4
1532848366578,77.2
1532930786654,77.8
1533017468927,77.9
1533189639023,77.5
1533276901421,77.7
1533576402492,77.4
1533713230151,77.3
1533797940885,77.3
1533886264378,78.7
1534140633408,78.1
1534231139386,77.4
1534315800760,77.7
1534398428177,77.5
